state,sex,age,race
Massachusetts,Female,35,White
Missouri,Female,54,White
Florida,Male,81,White
West Virginia,Male,51,White
Wisconsin,Male,56,White
Nevada,Male,15,White
New York,Female,22,White
Texas,Female,15,White
Kansas,Male,54,White
Vermont,Female,30,White
Texas,Female,86,Black/Negro
New York,Female,56,White
New Jersey,Female,82,Black/Negro
Louisiana,Male,6,White
Illinois,Female,5,Black/Negro
New Jersey,Female,58,White
Indiana,Female,15,White
California,Female,1,"Other race, nec"
West Virginia,Male,45,White
Arizona,Female,48,White
California,Female,11,Black/Negro
Pennsylvania,Female,72,White
Florida,Female,83,White
Georgia,Female,1,White
Idaho,Male,12,White
Michigan,Female,45,White
South Carolina,Female,51,White
New York,Female,48,White
California,Male,50,"Other race, nec"
Alabama,Male,86,White
Montana,Male,12,White
Mississippi,Male,66,Black/Negro
Texas,Male,47,White
Pennsylvania,Female,13,White
Virginia,Male,16,Black/Negro
North Carolina,Female,51,Black/Negro
Texas,Male,16,White
Texas,Female,55,White
New Jersey,Female,41,White
California,Male,34,Other Asian or Pacific Islander
Illinois,Female,46,Black/Negro
Arkansas,Male,35,White
South Carolina,Male,42,White
Florida,Male,23,White
Virginia,Female,16,White
South Carolina,Male,22,White
Nevada,Female,80,White
Kentucky,Male,57,White
Virginia,Female,17,White
Oregon,Female,64,White
California,Male,46,White
Louisiana,Male,39,White
California,Female,19,White
New Jersey,Male,41,White
Ohio,Male,28,White
Minnesota,Female,76,White
Tennessee,Male,34,White
California,Female,19,White
California,Male,55,White
Arizona,Male,87,White
North Carolina,Female,57,White
Missouri,Female,17,White
Michigan,Female,39,White
Wisconsin,Female,56,White
Michigan,Male,41,White
Missouri,Female,24,White
Kentucky,Female,48,White
Missouri,Female,24,White
Utah,Female,1,Two major races
Illinois,Female,45,"Other race, nec"
Delaware,Male,76,White
Virginia,Male,60,White
Pennsylvania,Male,55,White
Arkansas,Male,48,Black/Negro
Virginia,Male,55,White
Texas,Female,67,White
New York,Female,61,Black/Negro
Illinois,Male,34,White
Pennsylvania,Male,46,White
California,Male,40,"Other race, nec"
Virginia,Male,56,White
New York,Male,9,White
South Carolina,Male,16,Black/Negro
Texas,Female,58,White
North Carolina,Male,22,Other Asian or Pacific Islander
New Jersey,Male,35,White
Ohio,Female,5,White
Texas,Male,57,White
Maryland,Male,47,White
California,Male,4,Other Asian or Pacific Islander
Washington,Female,10,White
Missouri,Male,62,White
Colorado,Male,40,White
South Carolina,Female,25,White
Michigan,Male,57,White
Indiana,Female,77,White
Missouri,Female,7,White
South Carolina,Female,66,White
California,Female,47,American Indian or Alaska Native
Illinois,Female,71,White
Washington,Male,8,White
Illinois,Male,28,White
Oklahoma,Male,66,White
California,Female,33,White
California,Male,47,"Other race, nec"
Virginia,Male,0,White
Georgia,Female,44,White
Mississippi,Male,66,White
Georgia,Female,64,White
California,Male,1,White
Connecticut,Female,7,"Other race, nec"
New York,Male,6,White
Texas,Female,22,White
Minnesota,Female,33,Other Asian or Pacific Islander
Arizona,Female,51,White
New York,Male,50,White
Tennessee,Female,57,White
North Carolina,Female,66,"Other race, nec"
Michigan,Male,27,White
New Jersey,Female,6,Black/Negro
New York,Female,46,Black/Negro
New Jersey,Female,14,White
California,Male,9,Other Asian or Pacific Islander
New Mexico,Male,41,White
Missouri,Female,23,White
Oregon,Female,49,Chinese
Nevada,Female,50,White
Virginia,Male,0,Two major races
California,Male,13,White
Tennessee,Female,31,White
California,Female,81,White
Illinois,Male,20,White
Connecticut,Female,23,White
California,Female,64,Other Asian or Pacific Islander
California,Male,44,White
Massachusetts,Male,5,Two major races
South Carolina,Female,50,Other Asian or Pacific Islander
Oregon,Female,10,White
California,Female,4,Other Asian or Pacific Islander
North Carolina,Female,59,White
Texas,Female,33,White
New Jersey,Male,10,Other Asian or Pacific Islander
New York,Male,62,White
Missouri,Male,54,White
Massachusetts,Female,32,White
Minnesota,Female,33,American Indian or Alaska Native
New York,Male,22,Black/Negro
California,Female,19,White
Indiana,Female,49,White
California,Male,79,Other Asian or Pacific Islander
Kentucky,Male,2,Two major races
Georgia,Female,33,Black/Negro
New York,Male,27,"Other race, nec"
Maine,Female,56,White
Michigan,Female,49,White
Nevada,Female,36,"Other race, nec"
Texas,Female,42,White
Ohio,Female,9,White
California,Male,6,"Other race, nec"
California,Female,57,Other Asian or Pacific Islander
Virginia,Male,15,Black/Negro
California,Female,59,Two major races
New York,Male,12,White
Florida,Male,46,White
Florida,Female,53,White
Illinois,Female,16,White
Virginia,Female,83,White
Vermont,Female,6,White
Georgia,Male,16,Black/Negro
Pennsylvania,Female,66,White
Alabama,Male,0,White
Texas,Female,26,"Other race, nec"
Florida,Male,53,White
Georgia,Male,50,White
South Carolina,Female,24,Black/Negro
Montana,Male,44,White
California,Female,1,Black/Negro
California,Male,15,"Other race, nec"
Louisiana,Female,20,White
Missouri,Female,54,White
North Carolina,Female,9,White
Florida,Male,25,White
California,Female,40,Black/Negro
Georgia,Female,63,Black/Negro
Maine,Female,9,White
Michigan,Female,35,White
Texas,Male,35,"Other race, nec"
New York,Male,15,White
Indiana,Male,9,White
Texas,Male,14,"Other race, nec"
Wisconsin,Male,40,White
Colorado,Male,53,"Other race, nec"
California,Male,3,White
California,Male,52,White
Missouri,Female,69,White
Colorado,Female,16,Black/Negro
Rhode Island,Male,23,Two major races
Massachusetts,Male,58,White
North Carolina,Female,41,White
Massachusetts,Female,44,White
New York,Female,38,White
New York,Male,0,Two major races
North Carolina,Female,46,White
Missouri,Female,27,Black/Negro
New Jersey,Female,6,White
Illinois,Female,16,White
Missouri,Female,26,Black/Negro
Texas,Female,15,White
Iowa,Male,58,White
Texas,Female,17,Other Asian or Pacific Islander
Connecticut,Male,45,White
California,Female,47,"Other race, nec"
Minnesota,Male,54,White
Texas,Female,52,Black/Negro
Texas,Female,8,White
Massachusetts,Male,42,"Other race, nec"
California,Male,36,White
California,Female,80,White
Arizona,Female,41,White
Florida,Female,31,White
Connecticut,Male,67,White
Michigan,Male,6,White
Delaware,Female,58,White
California,Male,8,"Other race, nec"
Pennsylvania,Female,56,White
Ohio,Male,51,White
New York,Male,49,White
Texas,Male,45,White
California,Male,37,Black/Negro
New York,Male,70,White
Minnesota,Male,40,White
Mississippi,Male,15,White
California,Female,53,White
Mississippi,Male,39,White
Minnesota,Male,31,White
Alabama,Male,54,White
New York,Male,32,Black/Negro
Missouri,Female,78,Black/Negro
California,Female,53,White
Massachusetts,Female,59,White
Florida,Male,46,White
Florida,Male,47,White
New York,Female,35,"Other race, nec"
Illinois,Male,2,Black/Negro
Georgia,Female,14,White
Arizona,Female,31,White
California,Male,29,Other Asian or Pacific Islander
Vermont,Female,49,White
Indiana,Female,23,White
Michigan,Female,31,Other Asian or Pacific Islander
Iowa,Male,32,White
Wisconsin,Male,31,White
Texas,Female,35,White
California,Female,36,White
Wisconsin,Male,27,White
Colorado,Female,6,White
New Jersey,Male,57,"Other race, nec"
Oklahoma,Female,24,White
New York,Female,50,"Other race, nec"
Maine,Female,79,White
Indiana,Female,51,White
New York,Male,42,Black/Negro
Oklahoma,Male,26,White
New York,Male,2,Chinese
Tennessee,Female,1,White
California,Male,36,Chinese
Ohio,Male,45,White
Tennessee,Female,27,White
Massachusetts,Female,49,White
Missouri,Female,53,White
Pennsylvania,Female,44,White
Arkansas,Male,56,Black/Negro
Ohio,Male,18,White
Washington,Female,35,Other Asian or Pacific Islander
California,Female,53,"Other race, nec"
Illinois,Female,1,White
California,Male,38,Other Asian or Pacific Islander
Florida,Male,65,White
Oregon,Female,33,White
Arizona,Female,13,"Other race, nec"
Texas,Female,60,White
Ohio,Male,55,White
Indiana,Male,3,White
California,Male,4,"Other race, nec"
Louisiana,Male,4,White
Nevada,Female,39,White
New York,Male,56,White
New Jersey,Female,14,White
Pennsylvania,Male,50,White
Michigan,Male,32,White
Maryland,Female,75,White
Texas,Male,7,Black/Negro
South Carolina,Male,75,White
Texas,Female,48,White
Pennsylvania,Female,11,White
Arizona,Male,26,White
Ohio,Male,43,White
Nebraska,Male,46,White
New York,Male,20,"Other race, nec"
California,Male,68,Black/Negro
North Carolina,Female,57,White
Tennessee,Male,22,White
New Jersey,Female,32,White
Colorado,Female,72,White
Illinois,Male,31,White
Texas,Female,2,White
Maryland,Male,71,White
Illinois,Male,39,Black/Negro
Washington,Female,23,White
California,Female,5,White
California,Female,83,Other Asian or Pacific Islander
Florida,Male,39,White
Georgia,Male,49,Black/Negro
Pennsylvania,Male,30,White
Indiana,Male,85,White
Virginia,Male,44,White
Michigan,Male,6,White
New York,Female,40,"Other race, nec"
Michigan,Male,16,White
Ohio,Female,25,White
Minnesota,Female,43,White
Louisiana,Female,60,White
Michigan,Female,24,Black/Negro
Texas,Male,56,White
Texas,Female,75,White
Oklahoma,Male,40,White
Pennsylvania,Female,39,Black/Negro
Michigan,Male,46,White
Florida,Female,51,White
Vermont,Male,88,White
Virginia,Male,48,White
California,Female,32,White
Kansas,Female,35,Black/Negro
Kansas,Female,34,White
Arizona,Male,19,White
Wisconsin,Male,25,White
Louisiana,Male,53,White
New Jersey,Female,32,White
Virginia,Male,66,Black/Negro
Oregon,Male,25,White
Alabama,Male,19,Black/Negro
Minnesota,Male,2,Two major races
Texas,Male,20,Black/Negro
North Carolina,Male,22,White
California,Male,51,"Other race, nec"
Florida,Male,71,White
Florida,Male,26,White
California,Female,42,White
Minnesota,Male,39,White
Illinois,Male,7,White
California,Male,72,Japanese
Louisiana,Male,1,Black/Negro
Minnesota,Female,53,White
Texas,Male,31,White
California,Female,36,White
New York,Female,28,White
California,Female,28,White
Texas,Female,62,Black/Negro
California,Male,25,Black/Negro
Texas,Male,1,Other Asian or Pacific Islander
California,Female,27,Chinese
South Carolina,Male,2,White
Oklahoma,Female,52,White
Michigan,Female,6,Black/Negro
North Carolina,Male,11,Three or more major races
New Mexico,Male,36,American Indian or Alaska Native
New York,Male,22,"Other race, nec"
Florida,Male,31,White
Florida,Male,50,White
Maryland,Female,23,"Other race, nec"
Iowa,Male,61,"Other race, nec"
Tennessee,Male,65,White
Virginia,Female,8,White
Texas,Female,57,White
Florida,Female,4,Black/Negro
Michigan,Female,46,White
Colorado,Male,44,White
Ohio,Male,14,White
Idaho,Female,13,White
New Jersey,Male,80,White
Utah,Female,24,White
California,Female,41,Other Asian or Pacific Islander
Texas,Male,40,White
Florida,Male,54,White
Utah,Male,48,White
Alabama,Female,22,Black/Negro
Texas,Male,3,Black/Negro
Wisconsin,Female,51,White
Georgia,Female,35,White
Ohio,Male,21,White
New Mexico,Male,25,White
New Jersey,Female,8,Chinese
Virginia,Female,22,Black/Negro
New York,Male,38,"Other race, nec"
Minnesota,Male,5,White
Washington,Female,48,White
California,Male,78,"Other race, nec"
Texas,Male,7,White
Iowa,Male,11,White
Texas,Female,8,White
North Carolina,Male,28,White
Texas,Male,28,White
New York,Female,33,White
New York,Male,20,White
Texas,Male,54,White
Louisiana,Male,36,White
Michigan,Female,67,White
Texas,Male,20,White
Illinois,Female,58,White
Hawaii,Female,49,Other Asian or Pacific Islander
New Jersey,Female,31,White
South Carolina,Male,24,Black/Negro
California,Female,46,White
Michigan,Male,19,White
Nebraska,Male,7,White
Texas,Female,0,White
Michigan,Female,11,Black/Negro
Tennessee,Male,68,White
California,Female,48,White
New York,Male,16,Black/Negro
New Jersey,Female,80,White
Texas,Female,32,Other Asian or Pacific Islander
Michigan,Female,57,White
Virginia,Male,32,White
New York,Male,57,White
Virginia,Female,40,"Other race, nec"
Louisiana,Female,1,Black/Negro
Ohio,Male,45,White
Illinois,Male,35,White
Illinois,Female,20,Black/Negro
Massachusetts,Female,33,White
California,Male,63,White
Texas,Male,39,White
Virginia,Female,1,Black/Negro
Arkansas,Male,63,Black/Negro
New Jersey,Male,50,White
South Carolina,Female,20,Black/Negro
Arkansas,Female,8,White
Texas,Male,28,White
Michigan,Female,47,White
Ohio,Male,42,White
Florida,Male,15,White
Missouri,Male,16,White
Utah,Female,23,Two major races
Michigan,Male,5,White
Virginia,Male,16,White
Texas,Female,10,White
Washington,Male,2,White
Tennessee,Male,27,White
Massachusetts,Female,46,White
California,Male,20,Chinese
Arizona,Female,4,White
Connecticut,Female,3,White
Florida,Male,88,White
Arkansas,Male,5,"Other race, nec"
Virginia,Female,28,White
New York,Male,52,White
District of Columbia,Male,22,White
Texas,Female,67,White
Delaware,Male,13,White
Colorado,Male,7,White
Texas,Female,31,"Other race, nec"
Ohio,Male,61,White
Maryland,Male,42,Black/Negro
Virginia,Female,54,Black/Negro
North Dakota,Female,60,White
Nevada,Male,41,White
Texas,Female,31,White
Maryland,Male,12,White
Wisconsin,Male,32,White
Utah,Male,16,American Indian or Alaska Native
Delaware,Male,35,Black/Negro
Texas,Female,53,"Other race, nec"
Indiana,Male,44,White
Virginia,Female,22,White
Connecticut,Female,30,White
California,Female,41,White
Maine,Female,51,White
Texas,Male,37,White
Texas,Female,24,White
New Jersey,Male,30,White
South Carolina,Male,59,White
Kansas,Female,18,White
Florida,Male,4,White
Minnesota,Male,52,White
Alaska,Male,39,Black/Negro
California,Male,60,Other Asian or Pacific Islander
Pennsylvania,Female,39,White
Florida,Female,0,Black/Negro
Minnesota,Female,52,White
Rhode Island,Female,58,White
New York,Female,59,White
Texas,Male,68,White
Illinois,Female,2,White
North Carolina,Male,4,Two major races
Florida,Male,48,White
Ohio,Male,55,White
Indiana,Male,63,Black/Negro
Texas,Female,56,White
Florida,Female,27,White
California,Male,16,Chinese
Minnesota,Female,45,White
Arkansas,Female,67,White
Tennessee,Female,19,White
Ohio,Female,31,White
Florida,Female,45,Chinese
California,Female,66,White
Texas,Female,10,White
Wyoming,Male,59,White
New York,Male,16,White
Arizona,Male,32,"Other race, nec"
Indiana,Female,35,White
California,Female,27,Black/Negro
New York,Male,0,White
New York,Female,46,"Other race, nec"
Florida,Female,83,Black/Negro
Missouri,Male,32,White
New York,Female,23,White
Pennsylvania,Female,26,White
Pennsylvania,Male,1,White
Arizona,Male,65,White
Texas,Male,43,White
North Carolina,Female,2,Two major races
California,Male,59,White
South Dakota,Male,51,White
Texas,Female,33,White
Georgia,Male,13,Black/Negro
Florida,Female,19,"Other race, nec"
Utah,Male,61,White
North Carolina,Female,34,Black/Negro
California,Female,11,White
Texas,Male,73,White
California,Male,74,White
Iowa,Female,83,White
Florida,Female,11,White
Virginia,Male,52,White
Washington,Male,5,White
Oklahoma,Female,40,White
Illinois,Female,69,Other Asian or Pacific Islander
Nevada,Female,7,White
Texas,Male,41,White
Illinois,Male,14,Other Asian or Pacific Islander
New York,Female,59,White
Michigan,Male,9,White
California,Male,27,"Other race, nec"
Kentucky,Female,79,Black/Negro
Illinois,Male,75,Black/Negro
Georgia,Male,27,White
Illinois,Male,26,Other Asian or Pacific Islander
West Virginia,Female,68,White
Alabama,Male,63,American Indian or Alaska Native
Texas,Male,14,"Other race, nec"
Virginia,Female,33,White
Colorado,Female,54,White
Washington,Female,57,White
Florida,Female,51,White
Colorado,Male,12,White
New York,Male,27,Three or more major races
Arkansas,Male,2,White
Ohio,Male,11,Other Asian or Pacific Islander
Massachusetts,Male,28,Black/Negro
Illinois,Male,18,White
California,Male,66,White
Washington,Male,28,Two major races
Michigan,Male,15,White
New York,Male,39,White
Alabama,Male,52,White
New Jersey,Male,3,White
Georgia,Male,9,White
Michigan,Female,46,White
Montana,Male,53,White
Virginia,Male,33,White
Connecticut,Female,33,Black/Negro
California,Female,43,White
Nebraska,Male,0,White
Virginia,Female,34,Black/Negro
Oregon,Female,4,White
Iowa,Male,2,White
Florida,Female,83,White
Georgia,Male,66,Two major races
Pennsylvania,Male,0,White
Arizona,Female,60,White
Maryland,Female,5,Two major races
Arkansas,Male,72,White
California,Male,0,Black/Negro
North Carolina,Female,51,White
California,Female,43,White
Texas,Female,3,White
Nevada,Male,58,White
Mississippi,Male,21,White
Indiana,Male,7,White
Florida,Male,16,White
Minnesota,Male,88,White
Louisiana,Male,34,White
Texas,Male,11,Black/Negro
Georgia,Male,64,White
Michigan,Female,30,White
Connecticut,Female,24,White
Oregon,Female,77,White
Texas,Male,44,White
North Carolina,Female,61,Black/Negro
New York,Female,2,White
Florida,Male,63,White
Georgia,Male,16,Black/Negro
Minnesota,Male,65,White
North Carolina,Female,55,Black/Negro
California,Male,28,"Other race, nec"
Connecticut,Male,0,White
Texas,Female,50,White
Ohio,Male,21,White
Florida,Female,10,"Other race, nec"
California,Male,22,"Other race, nec"
California,Female,62,White
Kentucky,Female,78,White
Maryland,Female,51,Japanese
North Carolina,Male,69,White
Virginia,Female,21,White
Utah,Male,10,Two major races
California,Female,93,White
Idaho,Male,51,White
Indiana,Male,6,Black/Negro
California,Female,0,"Other race, nec"
California,Male,16,"Other race, nec"
Pennsylvania,Male,60,White
Connecticut,Female,31,White
Arkansas,Female,61,White
Texas,Female,18,"Other race, nec"
Missouri,Male,66,White
Texas,Female,79,Black/Negro
New Hampshire,Female,47,White
Washington,Female,8,White
North Carolina,Female,29,Black/Negro
Massachusetts,Male,53,White
New York,Male,2,White
Indiana,Male,30,White
New York,Male,58,"Other race, nec"
Ohio,Male,47,White
Texas,Female,67,White
Ohio,Female,31,White
Georgia,Female,28,Black/Negro
Indiana,Female,34,"Other race, nec"
Illinois,Male,15,White
Georgia,Female,29,White
Texas,Female,10,"Other race, nec"
Wisconsin,Male,3,White
Texas,Female,47,White
Arkansas,Female,21,White
Tennessee,Male,43,White
Tennessee,Female,15,Black/Negro
New Hampshire,Male,3,White
Indiana,Male,5,White
Nevada,Male,32,White
Texas,Male,63,Black/Negro
Illinois,Female,12,White
New York,Female,51,White
Georgia,Male,43,White
Texas,Male,10,White
Michigan,Male,59,Black/Negro
Florida,Male,55,White
Michigan,Male,32,White
New York,Female,23,Chinese
South Dakota,Male,30,White
Massachusetts,Male,8,White
New Hampshire,Female,11,White
Texas,Female,11,White
Illinois,Female,20,White
New York,Female,94,White
Indiana,Male,8,White
New York,Male,29,White
Maryland,Male,31,White
New York,Male,23,White
New Jersey,Male,10,White
Louisiana,Male,12,Black/Negro
Texas,Male,20,White
Indiana,Male,72,White
Arkansas,Female,12,"Other race, nec"
Indiana,Female,8,White
Pennsylvania,Female,67,White
Nevada,Male,30,White
Utah,Male,22,White
Ohio,Female,36,White
New Mexico,Female,22,White
Wisconsin,Female,28,White
Iowa,Male,38,White
California,Female,50,White
New Jersey,Male,12,White
Georgia,Female,54,Black/Negro
Minnesota,Female,11,Other Asian or Pacific Islander
Texas,Male,14,White
New York,Female,36,White
California,Male,15,White
California,Female,57,White
Alaska,Male,21,White
New York,Female,34,White
New Jersey,Male,48,White
Pennsylvania,Male,85,White
Michigan,Male,57,Black/Negro
New York,Male,2,Other Asian or Pacific Islander
Colorado,Female,51,White
Ohio,Female,39,White
Utah,Male,33,"Other race, nec"
Mississippi,Male,23,White
Oklahoma,Female,7,White
Louisiana,Female,14,White
Ohio,Female,25,Other Asian or Pacific Islander
Washington,Female,7,White
New Jersey,Female,6,White
Pennsylvania,Male,18,Black/Negro
Oregon,Female,31,"Other race, nec"
Arizona,Female,28,White
Utah,Female,3,White
Oregon,Female,65,Two major races
Florida,Male,0,White
Massachusetts,Male,45,Black/Negro
New York,Male,41,Black/Negro
New York,Female,53,White
Florida,Female,39,White
Texas,Male,50,"Other race, nec"
New York,Male,33,White
Ohio,Male,52,White
Illinois,Female,55,White
Illinois,Male,5,White
Wisconsin,Male,17,"Other race, nec"
Maryland,Male,39,Black/Negro
Texas,Female,62,Other Asian or Pacific Islander
New Jersey,Male,51,White
New Jersey,Female,49,White
Arizona,Female,74,White
Kentucky,Male,61,White
Minnesota,Female,19,American Indian or Alaska Native
Minnesota,Female,32,White
Texas,Female,43,White
Illinois,Male,21,White
Texas,Female,1,White
Kentucky,Male,13,White
Kentucky,Male,62,White
New Jersey,Female,81,White
Hawaii,Female,27,Two major races
Wisconsin,Male,77,White
Alabama,Female,26,Black/Negro
Washington,Female,89,Japanese
Arizona,Male,8,"Other race, nec"
Michigan,Male,31,White
Tennessee,Female,16,White
Arizona,Male,55,White
California,Female,65,White
Wisconsin,Female,50,White
Texas,Female,54,White
New Jersey,Female,71,White
Georgia,Male,38,"Other race, nec"
Ohio,Male,43,White
Florida,Female,54,White
California,Female,19,White
Illinois,Female,39,Black/Negro
Michigan,Female,12,White
South Carolina,Female,34,Black/Negro
California,Male,37,White
California,Female,36,White
Nevada,Male,10,White
New York,Male,24,Black/Negro
Ohio,Male,65,White
Georgia,Male,11,White
Florida,Male,5,White
Texas,Female,34,White
California,Male,7,White
Texas,Female,2,White
South Carolina,Male,21,Black/Negro
Massachusetts,Male,24,Chinese
Maryland,Male,11,Black/Negro
Florida,Female,79,White
Illinois,Female,8,White
California,Female,15,"Other race, nec"
California,Male,85,White
California,Female,28,Other Asian or Pacific Islander
California,Female,29,"Other race, nec"
New Hampshire,Female,39,White
Georgia,Female,40,White
Michigan,Male,47,Three or more major races
California,Female,59,White
Rhode Island,Male,81,White
Michigan,Male,52,White
Virginia,Female,66,White
Connecticut,Male,52,White
Florida,Female,45,White
New York,Male,2,White
North Carolina,Female,32,"Other race, nec"
New York,Female,13,White
Missouri,Male,5,White
New Jersey,Female,14,White
California,Female,25,Other Asian or Pacific Islander
Hawaii,Male,22,White
New York,Female,4,Black/Negro
Nebraska,Female,3,White
Florida,Female,66,Black/Negro
Texas,Female,57,White
Maryland,Male,21,White
Illinois,Male,32,Black/Negro
New Hampshire,Male,27,White
California,Male,13,White
Colorado,Female,13,White
Florida,Female,34,White
Connecticut,Male,31,Two major races
Texas,Male,15,Black/Negro
Pennsylvania,Female,40,White
Arkansas,Male,66,White
New York,Male,11,White
Louisiana,Male,51,White
Texas,Male,24,"Other race, nec"
Florida,Female,12,White
Florida,Female,53,White
Kansas,Male,35,White
Indiana,Male,22,Black/Negro
Oregon,Female,40,"Other race, nec"
Georgia,Female,18,White
New York,Male,45,White
Minnesota,Female,76,White
Wisconsin,Female,85,White
New York,Female,48,American Indian or Alaska Native
Wisconsin,Female,51,White
Florida,Male,16,Other Asian or Pacific Islander
Colorado,Female,1,White
California,Female,11,Two major races
Arkansas,Female,75,White
North Carolina,Male,33,White
California,Female,57,Other Asian or Pacific Islander
Illinois,Female,77,White
Montana,Female,41,White
Florida,Male,56,White
South Carolina,Male,63,White
California,Male,79,White
Oregon,Female,8,"Other race, nec"
Florida,Male,28,White
Pennsylvania,Male,76,White
New Hampshire,Female,52,White
Michigan,Male,9,White
Washington,Female,6,Two major races
Virginia,Male,38,"Other race, nec"
Wyoming,Male,34,"Other race, nec"
New York,Male,22,White
California,Male,5,White
Oregon,Male,63,White
Virginia,Female,9,White
Colorado,Male,13,White
Massachusetts,Female,37,White
Texas,Female,25,White
California,Female,56,"Other race, nec"
Oklahoma,Male,30,White
New York,Male,25,Black/Negro
Indiana,Female,43,White
California,Male,30,White
Connecticut,Female,13,White
Michigan,Male,22,White
Pennsylvania,Female,56,White
Ohio,Female,52,Two major races
Maryland,Male,2,Black/Negro
Pennsylvania,Male,9,White
Alabama,Female,57,White
West Virginia,Female,79,White
Oregon,Male,60,White
Pennsylvania,Male,4,White
Pennsylvania,Male,81,White
California,Male,80,White
Minnesota,Female,35,White
Kansas,Male,30,White
Maryland,Male,45,White
New York,Female,33,Two major races
Wyoming,Female,58,White
Colorado,Female,25,White
Florida,Female,5,Black/Negro
New Jersey,Male,81,White
Kentucky,Female,31,White
California,Female,8,White
Ohio,Female,15,White
Utah,Female,29,White
Connecticut,Female,67,White
New York,Female,64,White
Maryland,Female,55,Black/Negro
Colorado,Female,9,White
New York,Female,24,"Other race, nec"
Nevada,Male,1,"Other race, nec"
New York,Male,53,White
Michigan,Female,5,White
Wisconsin,Female,18,White
Oregon,Female,5,White
North Carolina,Female,82,White
New York,Male,12,White
Virginia,Female,30,"Other race, nec"
Texas,Male,38,White
California,Female,7,White
Kansas,Male,12,White
California,Male,9,Other Asian or Pacific Islander
Minnesota,Male,5,White
Pennsylvania,Female,74,White
Tennessee,Male,2,Two major races
Georgia,Female,70,White
Connecticut,Male,32,White
California,Male,29,White
Tennessee,Male,17,White
Texas,Female,6,White
New Jersey,Female,55,Other Asian or Pacific Islander
Washington,Male,32,White
Indiana,Male,55,White
New Mexico,Male,55,White
Kentucky,Female,93,White
Mississippi,Female,82,White
Michigan,Male,55,White
Tennessee,Female,62,White
Texas,Male,8,White
Virginia,Male,31,White
Michigan,Female,11,Black/Negro
Texas,Female,41,"Other race, nec"
New Mexico,Female,59,White
Utah,Female,1,White
New York,Female,26,White
Texas,Female,9,White
Tennessee,Male,13,Black/Negro
Michigan,Female,36,White
Michigan,Male,29,Black/Negro
California,Male,45,White
Nevada,Male,3,White
Texas,Female,53,Black/Negro
Idaho,Female,40,White
New York,Female,14,White
Florida,Female,31,White
Washington,Male,35,Two major races
Utah,Male,38,White
Virginia,Female,64,White
Kentucky,Female,28,White
South Dakota,Female,41,White
California,Female,55,White
Illinois,Female,7,White
Illinois,Female,93,White
Texas,Female,68,White
Georgia,Male,42,White
Montana,Male,43,White
North Carolina,Male,4,White
New Mexico,Male,33,American Indian or Alaska Native
California,Female,57,White
California,Male,64,White
Tennessee,Female,22,White
Pennsylvania,Male,65,White
Tennessee,Female,78,White
Indiana,Male,57,White
Alabama,Male,20,Black/Negro
New Mexico,Female,54,White
Pennsylvania,Male,64,White
Florida,Male,27,White
Arizona,Male,55,White
Florida,Female,55,White
Nevada,Male,16,White
New Jersey,Male,49,White
North Carolina,Male,26,Black/Negro
Maryland,Male,11,White
Texas,Female,12,White
Missouri,Male,30,Two major races
Tennessee,Female,21,White
Pennsylvania,Female,45,Black/Negro
Colorado,Female,34,Black/Negro
California,Female,41,White
Massachusetts,Male,3,Black/Negro
New York,Male,47,Black/Negro
New Jersey,Female,42,Black/Negro
South Dakota,Female,43,American Indian or Alaska Native
Maryland,Male,8,White
California,Female,31,Two major races
Massachusetts,Male,2,Japanese
Minnesota,Female,46,White
Massachusetts,Female,28,White
Georgia,Female,78,White
Ohio,Female,60,White
Georgia,Male,60,White
Pennsylvania,Male,35,White
Wisconsin,Male,28,"Other race, nec"
Illinois,Female,70,White
Florida,Male,49,White
Florida,Male,71,White
Michigan,Male,37,Other Asian or Pacific Islander
Massachusetts,Female,40,"Other race, nec"
Pennsylvania,Male,18,White
Washington,Male,71,Black/Negro
Ohio,Male,20,White
Ohio,Female,17,White
Illinois,Female,62,White
California,Male,33,"Other race, nec"
Iowa,Male,53,White
New York,Female,19,White
Mississippi,Female,55,White
Nevada,Male,68,White
Texas,Female,55,White
New Jersey,Male,27,White
Georgia,Female,71,Black/Negro
Arizona,Male,4,White
Florida,Male,12,White
Washington,Male,42,White
Washington,Female,23,Other Asian or Pacific Islander
Arizona,Male,74,White
Michigan,Male,36,White
Washington,Female,71,White
New Jersey,Female,45,White
New York,Female,34,White
Virginia,Male,48,White
Florida,Female,28,White
Texas,Female,40,White
Arizona,Male,9,"Other race, nec"
Iowa,Female,62,White
Nevada,Male,32,Other Asian or Pacific Islander
California,Male,37,White
Michigan,Female,51,White
Louisiana,Female,56,Other Asian or Pacific Islander
Massachusetts,Female,25,White
Michigan,Male,17,White
California,Female,31,"Other race, nec"
Arizona,Female,60,White
Minnesota,Male,4,Two major races
Massachusetts,Male,64,White
Minnesota,Female,39,White
California,Male,25,White
California,Male,51,White
New Jersey,Male,16,White
New York,Male,6,Black/Negro
Tennessee,Male,53,White
Alaska,Male,51,White
Tennessee,Male,67,White
Delaware,Female,52,White
District of Columbia,Female,67,Black/Negro
Florida,Male,61,White
North Carolina,Female,65,White
New York,Male,24,Black/Negro
Missouri,Female,23,Black/Negro
Nebraska,Male,52,White
Illinois,Female,31,Black/Negro
New Mexico,Male,46,White
New York,Female,26,White
